Label,Name,Nillable,Picklistvalues,Referenceto,Relationshipname,Type,Unique,Updateable
Manage Profiles and Permission Sets,PermissionsManageProfilesPermissionsets,FALSE,--,--,null,boolean,FALSE,TRUE
Assign Permission Sets,PermissionsAssignPermissionSets,FALSE,--,--,null,boolean,FALSE,TRUE
Manage Roles,PermissionsManageRoles,FALSE,--,--,null,boolean,FALSE,TRUE
Manage IP Addresses,PermissionsManageIpAddresses,FALSE,--,--,null,boolean,FALSE,TRUE
Manage Sharing,PermissionsManageSharing,FALSE,--,--,null,boolean,FALSE,TRUE
Manage Internal Users,PermissionsManageInternalUsers,FALSE,--,--,null,boolean,FALSE,TRUE
Manage Password Policies,PermissionsManagePasswordPolicies,FALSE,--,--,null,boolean,FALSE,TRUE
Manage Login Access Policies,PermissionsManageLoginAccessPolicies,FALSE,--,--,null,boolean,FALSE,TRUE
Manage Custom Permissions,PermissionsManageCustomPermissions,FALSE,--,--,null,boolean,FALSE,TRUE
Verify Answers to Chatter Questions,PermissionsCanVerifyComment,FALSE,--,--,null,boolean,FALSE,TRUE
Manage Unlisted Groups,PermissionsManageUnlistedGroups,FALSE,--,--,null,boolean,FALSE,TRUE
Create and Edit Analytics Dashboards,PermissionsInsightsAppDashboardEditor,FALSE,--,--,null,boolean,FALSE,TRUE
Manage Two-Factor Authentication in API,PermissionsManageTwoFactor,FALSE,--,--,null,boolean,FALSE,TRUE
Use Analytics,PermissionsInsightsAppUser,FALSE,--,--,null,boolean,FALSE,TRUE
Manage Analytics,PermissionsInsightsAppAdmin,FALSE,--,--,null,boolean,FALSE,TRUE
Edit Analytics Dataflows,PermissionsInsightsAppEltEditor,FALSE,--,--,null,boolean,FALSE,TRUE
Upload External Data to Analytics,PermissionsInsightsAppUploadUser,FALSE,--,--,null,boolean,FALSE,TRUE
Create Analytics Apps,PermissionsInsightsCreateApplication,FALSE,--,--,null,boolean,FALSE,TRUE
Lightning Experience User,PermissionsLightningExperienceUser,FALSE,--,--,null,boolean,FALSE,TRUE
Configure Custom Recommendations,PermissionsConfigCustomRecs,FALSE,--,--,null,boolean,FALSE,TRUE
Manage Macros Users Can't Undo,PermissionsSubmitMacrosAllowed,FALSE,--,--,null,boolean,FALSE,TRUE
Run Macros on Multiple Records,PermissionsBulkMacrosAllowed,FALSE,--,--,null,boolean,FALSE,TRUE
Manage Session Permission Set Activations,PermissionsManageSessionPermissionSets,FALSE,--,--,null,boolean,FALSE,TRUE
Manage Analytics Templated Apps,PermissionsManageTemplatedApp,FALSE,--,--,null,boolean,FALSE,TRUE
Use Analytics Templated Apps,PermissionsUseTemplatedApp,FALSE,--,--,null,boolean,FALSE,TRUE
Send announcement emails,PermissionsSendAnnouncementEmails,FALSE,--,--,null,boolean,FALSE,TRUE
Edit My Own Posts,PermissionsChatterEditOwnPost,FALSE,--,--,null,boolean,FALSE,TRUE
Edit Posts on Records I Own,PermissionsChatterEditOwnRecordPost,FALSE,--,--,null,boolean,FALSE,TRUE
Download Analytics Data,PermissionsWaveTabularDownload,FALSE,--,--,null,boolean,FALSE,TRUE
Manage Sandboxes,PermissionsManageSandboxes,FALSE,--,--,null,boolean,FALSE,TRUE
Use Einstein Activity Capture,PermissionsAutomaticActivityCapture,FALSE,--,--,null,boolean,FALSE,TRUE
Import Custom Objects,PermissionsImportCustomObjects,FALSE,--,--,null,boolean,FALSE,TRUE
Manage Two-Factor Authentication in User Interface,PermissionsDelegatedTwoFactor,FALSE,--,--,null,boolean,FALSE,TRUE
Allow Inclusion of Code Snippets from UI,PermissionsChatterComposeUiCodesnippet,FALSE,--,--,null,boolean,FALSE,TRUE
Select Files from Salesforce,PermissionsSelectFilesFromSalesforce,FALSE,--,--,null,boolean,FALSE,TRUE
Moderate Community Users,PermissionsModerateNetworkUsers,FALSE,--,--,null,boolean,FALSE,TRUE
Merge Topics,PermissionsMergeTopics,FALSE,--,--,null,boolean,FALSE,TRUE
Subscribe to Reports,PermissionsSubscribeToLightningReports,FALSE,--,--,null,boolean,FALSE,TRUE
Manage All Private Reports and Dashboards,PermissionsManagePvtRptsAndDashbds,FALSE,--,--,null,boolean,FALSE,TRUE
Lightning Login User,PermissionsAllowLightningLogin,FALSE,--,--,null,boolean,FALSE,TRUE
Campaign Influence,PermissionsCampaignInfluence2,FALSE,--,--,null,boolean,FALSE,TRUE
Access to view Data Assessment,PermissionsViewDataAssessment,FALSE,--,--,null,boolean,FALSE,TRUE
Remove People from Direct Messages,PermissionsRemoveDirectMessageMembers,FALSE,--,--,null,boolean,FALSE,TRUE
Can Approve Feed Post and Comment,PermissionsCanApproveFeedPost,FALSE,--,--,null,boolean,FALSE,TRUE
Add People to Direct Messages,PermissionsAddDirectMessageMembers,FALSE,--,--,null,boolean,FALSE,TRUE
View and Edit Converted Leads,PermissionsAllowViewEditConvertedLeads,FALSE,--,--,null,boolean,FALSE,TRUE
